_,Id,Name,RecordTypeId,hed__Description__c,hed__End_Date__c,hed__Is_Primary__c,hed__Start_Date__c,hed__Status__c,hed__Total_Required_Credits__c,Accreditation_End_Date__c,Accreditation_Start_Date__c,Blue_Card_Required__c,Certificate_Type__c,Code__c,Collaboration_with_External_Organisation__c,Completion_Requirements__c,Core_Conceptsv2__c,Courseloop_Full_URL__c,Courseloop_Initital_URL__c,Delivery_Type__c,Designated_Units__c,Early_Exit_Options__c,Evolve_with_QUTeXv2__c,External_Organisation_Details__c,Field_of_Education__c,Implementation_Year__c,IsComplete__c,Location_Details__c,Location__c,Mark_Design_Stage_as_Complete__c,Maximum_Participants__c,Minimum_Participants__c,More_Detailsv2__c,OPE_Design_Complete__c,Other_Completion_Requirements__c,Overviewv2__c,Owning_Faculty__c,PP_Design_Form_Status__c,PP_Is_curriculum_approved__c,Product_Request__c,Program_Delivery_Structure__c,Program_Type__c,Type__c,Volume_of_Learning_Hours__c,Who_Should_Participatev2__c,LogoUrl__c,Description__c
[hed__Program_Plan__c],a0KBn000008SaGrMAK,Enterprise Leadership Program Test7575 ecbca5b,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-15,Current,,,,FALSE,,EXCP0643,,,Core Concepts 0YNTK,www.01SNTH_courseLoop.testnet,,,,,EvolveWith QUTex 0YNQW,,,2025,FALSE,,,TRUE,,,More Details LV00YNUVW7,TRUE,,Overview 0YNPG,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators 0YNS7,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV00YNW4
[hed__Program_Plan__c],a0KBn000008T3qkMAC,Enterprise Leadership Program Test7575 154b12e,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-16,Current,,,,FALSE,,EXCP0645,,,Core Concepts 65CLP,www.16WSEY_courseLoop.testnet,,,,,EvolveWith QUTex 65CJA,,,2025,FALSE,,,TRUE,,,More Details LV165CMYAX,TRUE,,Overview 65CI2,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators 65CKI,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV165CO6
[hed__Program_Plan__c],a0KBn000008T4YHMA0,Enterprise Leadership Program Test7576 f750268,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-16,Current,,,,FALSE,Certificate of Achievement,EXCP0646,,,Core Concepts 735DL,courseloop.try.ent,,,,,EvolveWith QUTex 735B6,,,2025,FALSE,,,TRUE,14,2,More Details LV1735EU7W,TRUE,,Overview 7359X,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,25,Students and Facilitators 735CD,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV1735G1
[hed__Program_Plan__c],a0KBn000008TFv7MAG,Enterprise Leadership Program Test7575 ab44c04,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-16,Current,,,,FALSE,,EXCP0647,,,Core Concepts MPGXS,www.1NCAIP_courseLoop.testnet,,,,,EvolveWith QUTex MPGUU,,,2025,FALSE,,,TRUE,,,More Details LV1MPGZ3M5,TRUE,,Overview MPGTK,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators MPGW9,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV1MPH0H
[hed__Program_Plan__c],a0KBn000008TGO9MAO,Enterprise Leadership Program Test7576 4e0e013,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-16,Current,,,,FALSE,Certificate of Achievement,EXCP0648,,,Core Concepts NIR71,courseloop.try.ent,,,,,EvolveWith QUTex NIR4I,,,2025,FALSE,,,TRUE,14,2,More Details LV1NIR89RI,TRUE,,Overview NIR39,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,25,Students and Facilitators NIR5Q,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV1NIR9H
[hed__Program_Plan__c],a0KBn000008TaY9MAK,Enterprise Leadership Program Test7575 43faf1e,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-16,Current,,,,FALSE,,EXCP0649,,,Core Concepts DDUJY,www.2E64F2_courseLoop.testnet,,,,,EvolveWith QUTex DDUH6,,,2025,FALSE,,,TRUE,,,More Details LV2DDULAC1,TRUE,,Overview DDUFR,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators DDUII,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV2DDUMW
[hed__Program_Plan__c],a0KBn000008Tal4MAC,Enterprise Leadership Program Test7576 4fa4ee3,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-16,Current,,,,FALSE,Certificate of Achievement,EXCP0650,,,Core Concepts ECLC1,courseloop.try.ent,,,,,EvolveWith QUTex ECL9L,,,2025,FALSE,,,TRUE,14,2,More Details LV2ECLD9B9,TRUE,,Overview ECL8D,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,25,Students and Facilitators ECLAT,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV2ECLEH
[hed__Program_Plan__c],a0KBn000008TqD7MAK,Enterprise Leadership Program Test7575 7c38fb3,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-17,Current,,,,FALSE,,EXCP0651,,,Core Concepts TN6LX,www.2UES2P_courseLoop.testnet,,,,,EvolveWith QUTex TN6IX,,,2025,FALSE,,,TRUE,,,More Details LV2TN6NFLX,TRUE,,Overview TN6HN,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators TN6KD,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV2TN6OR
[hed__Program_Plan__c],a0KBn000008UDb7MAG,Enterprise Leadership Program Test7575 03bda8e,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-17,Current,,,,FALSE,,EXCP0652,,,Core Concepts OKKTO,www.3PCA9R_courseLoop.testnet,,,,,EvolveWith QUTex OKKQT,,,2025,FALSE,,,TRUE,,,More Details LV3OKKV0N8,TRUE,,Overview OKKPF,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators OKKSB,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV3OKKWD
[hed__Program_Plan__c],a0KBn000008UEIfMAO,Enterprise Leadership Program Test7575 67aafda,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-17,Current,,,,FALSE,,EXCP0653,,,Core Concepts PTGQN,www.3QJ5C3_courseLoop.testnet,,,,,EvolveWith QUTex PTGO7,,,2025,FALSE,,,TRUE,,,More Details LV3PTGRVDZ,TRUE,,Overview PTGMV,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Award Course,,310,Students and Facilitators PTGPE,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description LV3PTGT7
[hed__Program_Plan__c],a0KBn000008UEc2MAG,Enterprise Leadership Program Test7576 ae9c669,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-17,Current,,,,FALSE,Certificate of Participation,,,,Core Concepts 697a3,,,Virtual Classroom,,,Evolve  d14ae,,,,FALSE,,,FALSE,,,More Details 1d574,FALSE,,Overview 104d9,,,FALSE,a0z9200000038FZAAY,Flexible Program,,,22,Participants  31c49,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Description  e6d46
[hed__Program_Plan__c],a0KBn000008UP61MAG,Automation Testing Plan_885,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-18,Current,,,,FALSE,,,,,,,,Face To Face,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,Design Form Received,FALSE,a0z9200000038FZAAY,Prescribed Program,,,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,a
[hed__Program_Plan__c],a0KBn000008UPHJMA4,Automation Testing Course_875,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-18,Current,,,,FALSE,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,Design Form Received,FALSE,a0z9200000038FZAAY,Prescribed Program,,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008O9DeMAK,Test Auto Parent Course T5555 - 5018349,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-05,Current,100,2024-07-05,2024-04-05,FALSE,Certificate of Achievement,EXOP0612,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008ODCPMA4,Test Auto Parent Course T5555 - 4744055,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-05,Current,100,2024-07-05,2024-04-05,FALSE,Certificate of Achievement,EXOP0613,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008Onm9MAC,Test Auto Parent Course T5555 - 3360112,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-07,Current,100,2024-07-06,2024-04-06,FALSE,Certificate of Achievement,EXOP0616,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008OogbMAC,Automation Testing Plan_977,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-07,Current,100,2024-07-06,2024-04-06,FALSE,Certificate of Achievement,EXOP0617,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008PGg5MAG,Test Auto Parent Course T5555 - 9826716,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-08,Current,100,2024-07-08,2024-04-08,FALSE,Certificate of Achievement,EXOP0621,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008PRurMAG,Test Auto Parent Course T5555 - 3462582,0128q0000004Kp0AAE,,2024-05-08,FALSE,2024-04-08,Current,100,2024-07-08,2024-04-08,FALSE,Certificate of Achievement,EXOP0622,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008PSXZMA4,Automation Testing Plan_551,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-08,Current,100,2024-07-08,2024-04-08,FALSE,Certificate of Achievement,EXOP0623,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008PbSnMAK,Test Auto Parent Course T5555 - 3921264,0128q0000004Kp0AAE,,2024-08-05,FALSE,2024-04-09,Current,100,2024-07-08,2024-04-08,FALSE,Certificate of Achievement,EXOP0627,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008Q4eTMAS,Test Auto Parent Course T5555 - 2309697,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-10,Current,100,2024-07-09,2024-04-09,FALSE,Certificate of Achievement,EXOP0631,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008Q5LyMAK,Automation Testing Plan_474,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-10,Current,100,2024-07-09,2024-04-09,FALSE,Certificate of Achievement,EXOP0632,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008QXyDMAW,Test Auto Parent Course T5555 - 8965884,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-11,Current,100,2024-07-10,2024-04-10,FALSE,Certificate of Achievement,EXOP0635,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008QYJCMA4,Automation Testing Plan_425,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-11,Current,100,2024-07-10,2024-04-10,FALSE,Certificate of Achievement,EXOP0636,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008QfvlMAC,Test Auto Parent Course T5555 - 3748772,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-11,Current,100,2024-07-11,2024-04-11,FALSE,Certificate of Achievement,EXOP0638,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008QhZNMA0,Test Auto Parent Course T5555 - 7302120,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-11,Current,100,2024-07-11,2024-04-11,FALSE,Certificate of Achievement,EXOP0639,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008QpGnMAK,Test Auto Parent Course T5555 - 8651900,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-11,Current,100,2024-07-11,2024-04-11,FALSE,Certificate of Achievement,EXOP0640,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008R6RJMA0,Test Auto Parent Course T5555 - 5426574,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-12,Current,100,2024-07-11,2024-04-11,FALSE,Certificate of Achievement,EXOP0642,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008R7f7MAC,Automation Testing Plan_409,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-12,Current,100,2024-07-11,2024-04-11,FALSE,Certificate of Achievement,EXOP0643,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008RMB7MAO,Test Auto Parent Course T5555 - 1598782,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-12,Current,100,2024-07-12,2024-04-12,FALSE,Certificate of Achievement,EXOP0645,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008RPybMAG,Automation Testing Plan_710,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-12,Current,100,2024-07-12,2024-04-12,FALSE,Certificate of Achievement,EXOP0648,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008RbA9MAK,Test Auto Parent Course T5555 - 0811970,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-13,Current,100,2024-07-12,2024-04-12,FALSE,Certificate of Achievement,EXOP0650,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008SXFoMAO,Test Auto Parent Course T5555 - 2406840,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-15,Current,100,2024-07-14,2024-04-14,FALSE,Certificate of Achievement,EXOP0654,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008SXJ0MAO,Automation Testing Plan_356,0128q0000004Kp0AAE,,2024-08-15,FALSE,2024-04-15,Current,100,2024-07-14,2024-04-14,FALSE,Certificate of Achievement,EXOP0656,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008T1IfMAK,Test Auto Parent Course T5555 - 1568561,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,100,2024-07-15,2024-04-15,FALSE,Certificate of Achievement,EXOP0659,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008T4hxMAC,Automation Testing Plan_797,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,100,2024-07-15,2024-04-15,FALSE,Certificate of Achievement,EXOP0662,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008T6VFMA0,Test Auto Parent Course T5555 - 5229672,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,100,2024-07-15,2024-04-15,FALSE,Certificate of Achievement,EXOP0664,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008TAdiMAG,Test Auto Parent Course T5555 - 1053219,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,100,2024-07-15,2024-04-15,FALSE,Certificate of Achievement,EXOP0666,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008TX7FMAW,Test Auto Parent Course T5555 - 4295557,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,100,2024-07-16,2024-04-16,FALSE,Certificate of Achievement,EXOP0667,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
